Census Tract,"CalEnviroScreen
4.0 Score","CalEnviroScreen
4.0 Percentile","CalEnviroScreen 4.0 
Percentile Range","Pollution Burden
Percentile","Population Characteristics
Percentile",Total Population,California County,Approximate Zip Code,Approximate Location,DAC category
6037310702,41.55,77.40,75-80%,97.87,46.71,6567,Los Angeles,91502,Burbank,CalEnviroScreen 4.0 Top 25%
6099003904,41.53,77.38,75-80%,79.30,67.50,4652,Stanislaus ,95380,Turlock,CalEnviroScreen 4.0 Top 25%
6031001701,41.52,77.37,75-80%,54.36,85.82,10015,Kings ,93204,Unincorporated Kings County area,CalEnviroScreen 4.0 Top 25%
6037530003,41.52,77.36,75-80%,98.18,46.03,3080,Los Angeles,90640,Montebello,CalEnviroScreen 4.0 Top 25%
6065042506,41.51,77.34,75-80%,48.94,90.02,9138,Riverside ,92553,Moreno Valley,CalEnviroScreen 4.0 Top 25%
6037128101,41.51,77.33,75-80%,64.09,78.47,3735,Los Angeles,91405,Los Angeles,CalEnviroScreen 4.0 Top 25%
6059011403,41.49,77.32,75-80%,95.83,51.03,6654,Orange ,92831,Fullerton,CalEnviroScreen 4.0 Top 25%
6065031701,41.49,77.31,75-80%,89.09,59.09,2403,Riverside ,92504,Riverside,CalEnviroScreen 4.0 Top 25%
6073004700,41.48,77.29,75-80%,82.85,64.52,1703,San Diego,92102,San Diego,CalEnviroScreen 4.0 Top 25%
6019004701,41.41,77.28,75-80%,55.16,84.82,6923,Fresno ,93705,Fresno,CalEnviroScreen 4.0 Top 25%
6037186302,41.41,77.27,75-80%,86.78,60.92,5096,Los Angeles,90065,Los Angeles,CalEnviroScreen 4.0 Top 25%
6107001502,41.39,77.26,75-80%,63.68,78.53,5745,Tulare ,93221,Exeter,CalEnviroScreen 4.0 Top 25%
6071000903,41.37,77.24,75-80%,65.48,77.13,4344,San Bernardino,91786,Upland,CalEnviroScreen 4.0 Top 25%
6099002605,41.37,77.23,75-80%,56.45,83.60,3837,Stanislaus ,95307,Ceres,CalEnviroScreen 4.0 Top 25%
6047000401,41.37,77.22,75-80%,69.11,74.43,1526,Merced ,95374,Unincorporated Merced County area,CalEnviroScreen 4.0 Top 25%
6037119201,41.35,77.21,75-80%,62.54,79.31,4547,Los Angeles,91331,Los Angeles,CalEnviroScreen 4.0 Top 25%
6047001501,41.35,77.19,75-80%,74.57,70.41,2425,Merced ,95341,Merced,CalEnviroScreen 4.0 Top 25%
6037320202,41.35,77.18,75-80%,69.83,73.88,6151,Los Angeles,91340,San Fernando,CalEnviroScreen 4.0 Top 25%
6085503110,41.35,77.17,75-80%,50.57,88.65,4917,Santa Clara,95122,San Jose,CalEnviroScreen 4.0 Top 25%
6095251500,41.33,77.16,75-80%,35.03,98.23,4326,Solano ,94590,Vallejo,CalEnviroScreen 4.0 Top 25%
6047000802,41.33,77.14,75-80%,69.40,74.22,4109,Merced ,95301,Atwater,CalEnviroScreen 4.0 Top 25%
6037197300,41.33,77.13,75-80%,85.24,62.15,4052,Los Angeles,90026,Los Angeles,CalEnviroScreen 4.0 Top 25%
6071009904,41.33,77.12,75-80%,39.70,96.05,13319,San Bernardino,92394,Victorville,CalEnviroScreen 4.0 Top 25%
6059001202,41.32,77.11,75-80%,78.68,67.59,3662,Orange ,90631,La Habra,CalEnviroScreen 4.0 Top 25%
6059074805,41.31,77.09,75-80%,62.58,79.21,5288,Orange ,92704,Santa Ana,CalEnviroScreen 4.0 Top 25%
6013336201,41.30,77.08,75-80%,67.63,75.29,4056,Contra Costa,94520,Concord,CalEnviroScreen 4.0 Top 25%
6019002906,41.30,77.07,75-80%,48.64,89.71,5229,Fresno ,93727,Fresno,CalEnviroScreen 4.0 Top 25%
6039000506,41.30,77.05,75-80%,69.67,73.83,6471,Madera ,93638,Unincorporated Madera County area,CalEnviroScreen 4.0 Top 25%
6037503103,41.27,77.04,75-80%,72.03,71.81,5204,Los Angeles,90605,South Whittier,CalEnviroScreen 4.0 Top 25%
6037573003,41.27,77.03,75-80%,84.64,62.49,1843,Los Angeles,90806,Long Beach,CalEnviroScreen 4.0 Top 25%
6071004401,41.27,77.02,75-80%,51.89,87.37,4284,San Bernardino,92376,San Bernardino,CalEnviroScreen 4.0 Top 25%
6001405902,41.25,77.00,75-80%,46.53,91.45,2942,Alameda ,94606,Oakland,CalEnviroScreen 4.0 Top 25%
6029002815,41.25,76.99,75-80%,52.10,87.23,4006,Kern ,93309,Bakersfield,CalEnviroScreen 4.0 Top 25%
6029006500,41.24,76.98,75-80%,57.67,82.48,4501,Kern ,93505,California City,CalEnviroScreen 4.0 Top 25%
6081612000,41.22,76.97,75-80%,72.79,71.18,7091,San Mateo,94303,East Palo Alto,CalEnviroScreen 4.0 Top 25%
6037218110,41.21,76.95,75-80%,80.75,65.62,3195,Los Angeles,90019,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037191000,41.20,76.94,75-80%,86.07,61.14,4454,Los Angeles,90028,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037236203,41.19,76.93,75-80%,67.33,75.38,3118,Los Angeles,90016,Los Angeles,CalEnviroScreen 4.0 Top 25%
6029003303,41.19,76.92,75-80%,69.32,73.98,1521,Kern ,93252,Unincorporated Kern County area,CalEnviroScreen 4.0 Top 25%
6037310701,41.19,76.90,75-80%,94.98,51.73,2181,Los Angeles,91502,Burbank,CalEnviroScreen 4.0 Top 25%
6067006102,41.18,76.89,75-80%,52.03,87.12,3367,Sacramento ,95821,Arden-Arcade,CalEnviroScreen 4.0 Top 25%
6037117404,41.17,76.88,75-80%,91.24,55.96,5324,Los Angeles,91343,Los Angeles,CalEnviroScreen 4.0 Top 25%
6047001402,41.17,76.87,75-80%,51.45,87.47,4423,Merced ,95340,Unincorporated Merced County area,CalEnviroScreen 4.0 Top 25%
6075012502,41.16,76.85,75-80%,50.80,88.04,3674,San Francisco,94102,San Francisco,CalEnviroScreen 4.0 Top 25%
6059075100,41.15,76.84,75-80%,83.06,63.50,9934,Orange ,92703,Santa Ana,CalEnviroScreen 4.0 Top 25%
6099000510,41.15,76.83,75-80%,69.60,73.52,8439,Stanislaus ,95358,Unincorporated Stanislaus County area,CalEnviroScreen 4.0 Top 25%
6083003001,41.13,76.82,75-80%,85.28,61.67,5766,Santa Barbara,93111,Goleta,CalEnviroScreen 4.0 Top 25%
6067009006,41.12,76.80,75-80%,70.07,73.05,5519,Sacramento ,95827,Rancho Cordova,CalEnviroScreen 4.0 Top 25%
6071003606,41.10,76.79,75-80%,80.24,65.83,4309,San Bernardino,92316,Bloomington,CalEnviroScreen 4.0 Top 25%
6037125501,41.09,76.78,75-80%,89.66,57.58,3052,Los Angeles,91601,Los Angeles,CalEnviroScreen 4.0 Top 25%
6007001300,41.09,76.77,75-80%,87.23,59.96,3689,Butte ,95928,Chico,CalEnviroScreen 4.0 Top 25%
6037601303,41.06,76.75,75-80%,55.06,84.08,5084,Los Angeles,90302,Inglewood,CalEnviroScreen 4.0 Top 25%
6037134303,41.06,76.74,75-80%,79.07,66.44,5942,Los Angeles,91303,Los Angeles,CalEnviroScreen 4.0 Top 25%
6071000201,41.05,76.73,75-80%,71.95,71.43,5240,San Bernardino,91763,Montclair,CalEnviroScreen 4.0 Top 25%
6037134304,41.05,76.71,75-80%,70.50,72.53,3042,Los Angeles,91304,Los Angeles,CalEnviroScreen 4.0 Top 25%
6099000203,41.05,76.70,75-80%,83.50,62.86,10201,Stanislaus ,95361,Oakdale,CalEnviroScreen 4.0 Top 25%
6013306003,41.02,76.69,75-80%,55.01,84.05,5193,Contra Costa,94509,Antioch,CalEnviroScreen 4.0 Top 25%
6059074109,41.01,76.68,75-80%,80.81,65.17,3358,Orange ,92704,Santa Ana,CalEnviroScreen 4.0 Top 25%
6059087106,41.01,76.66,75-80%,68.53,74.12,4819,Orange ,92802,Anaheim,CalEnviroScreen 4.0 Top 25%
6059075514,41.00,76.65,75-80%,66.00,75.90,4192,Orange ,92780,Tustin,CalEnviroScreen 4.0 Top 25%
6037405302,40.99,76.64,75-80%,82.04,63.96,5433,Los Angeles,91790,West Covina,CalEnviroScreen 4.0 Top 25%
6101050101,40.99,76.63,75-80%,61.56,79.14,6878,Sutter ,95991,Yuba City,CalEnviroScreen 4.0 Top 25%
6073013103,40.96,76.61,75-80%,57.90,81.62,2506,San Diego,91911,Chula Vista,CalEnviroScreen 4.0 Top 25%
6037406901,40.96,76.60,75-80%,90.01,56.85,4773,Los Angeles,91746,West Puente Valley,CalEnviroScreen 4.0 Top 25%
6037211804,40.95,76.59,75-80%,64.49,76.74,3221,Los Angeles,90020,Los Angeles,CalEnviroScreen 4.0 Top 25%
6107000800,40.95,76.58,75-80%,72.37,70.86,7837,Tulare ,93292,Unincorporated Tulare County area,CalEnviroScreen 4.0 Top 25%
6081604101,40.95,76.56,75-80%,74.20,69.81,8053,San Mateo,94066,San Bruno,CalEnviroScreen 4.0 Top 25%
6071003405,40.94,76.55,75-80%,52.00,86.62,5833,San Bernardino,92335,Fontana,CalEnviroScreen 4.0 Top 25%
6039000503,40.94,76.54,75-80%,78.10,67.06,9292,Madera ,93637,Unincorporated Madera County area,CalEnviroScreen 4.0 Top 25%
6073010111,40.93,76.53,75-80%,48.38,89.21,3230,San Diego,92173,San Diego,CalEnviroScreen 4.0 Top 25%
6073002711,40.93,76.51,75-80%,70.33,72.44,3279,San Diego,92105,San Diego,CalEnviroScreen 4.0 Top 25%
6059088802,40.92,76.50,75-80%,63.90,77.17,4984,Orange ,92844,Garden Grove,CalEnviroScreen 4.0 Top 25%
6037600400,40.91,76.49,75-80%,52.71,85.75,4147,Los Angeles,90047,Westmont,CalEnviroScreen 4.0 Top 25%
6037900703,40.90,76.48,75-80%,47.99,89.40,4349,Los Angeles,93534,Lancaster,CalEnviroScreen 4.0 Top 25%
6071001906,40.90,76.46,75-80%,86.97,59.92,10032,San Bernardino,91761,Ontario,CalEnviroScreen 4.0 Top 25%
6037603801,40.89,76.45,75-80%,67.32,74.65,4748,Los Angeles,90260,Lawndale,CalEnviroScreen 4.0 Top 25%
6077005113,40.89,76.44,75-80%,58.57,80.84,6353,San Joaquin,95336,Manteca,CalEnviroScreen 4.0 Top 25%
6039000700,40.88,76.42,75-80%,70.91,71.84,11600,Madera ,93637,Madera,CalEnviroScreen 4.0 Top 25%
6037123800,40.88,76.41,75-80%,77.51,67.44,6018,Los Angeles,91606,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037224310,40.87,76.40,75-80%,78.39,66.58,2422,Los Angeles,90006,Los Angeles,CalEnviroScreen 4.0 Top 25%
6047000504,40.87,76.39,75-80%,49.51,88.34,6569,Merced ,95388,Winton,CalEnviroScreen 4.0 Top 25%
6029002814,40.87,76.37,75-80%,56.86,82.26,4038,Kern ,93309,Bakersfield,CalEnviroScreen 4.0 Top 25%
6037550800,40.85,76.36,75-80%,96.24,49.02,7403,Los Angeles,90241,Downey,CalEnviroScreen 4.0 Top 25%
6099003300,40.84,76.35,75-80%,95.20,50.73,6076,Stanislaus ,95363,Unincorporated Stanislaus County area,CalEnviroScreen 4.0 Top 25%
6029003122,40.83,76.34,75-80%,45.76,91.06,7970,Kern ,93307,Bakersfield,CalEnviroScreen 4.0 Top 25%
6037221900,40.81,76.32,75-80%,65.44,75.79,4248,Los Angeles,90007,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037294301,40.80,76.31,75-80%,85.12,61.09,2471,Los Angeles,90744,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037502801,40.76,76.30,75-80%,91.97,54.60,6468,Los Angeles,90670,Santa Fe Springs,CalEnviroScreen 4.0 Top 25%
6037535701,40.75,76.29,75-80%,82.61,63.04,5237,Los Angeles,90280,South Gate,CalEnviroScreen 4.0 Top 25%
6037219500,40.75,76.27,75-80%,63.91,76.68,2084,Los Angeles,90016,Los Angeles,CalEnviroScreen 4.0 Top 25%
6065045703,40.75,76.26,75-80%,48.28,88.89,6332,Riverside ,92236,Coachella,CalEnviroScreen 4.0 Top 25%
6071001312,40.73,76.25,75-80%,77.11,67.31,5127,San Bernardino,91764,Ontario,CalEnviroScreen 4.0 Top 25%
6059076204,40.73,76.24,75-80%,96.43,48.52,4639,Orange ,92867,Orange,CalEnviroScreen 4.0 Top 25%
6071003200,40.72,76.22,75-80%,66.14,75.09,8222,San Bernardino,92335,Fontana,CalEnviroScreen 4.0 Top 25%
6037553100,40.72,76.21,75-80%,81.08,64.15,6770,Los Angeles,90706,Bellflower,CalEnviroScreen 4.0 Top 25%
6077003109,40.71,76.20,75-80%,70.30,71.99,6120,San Joaquin,95207,Stockton,CalEnviroScreen 4.0 Top 25%
6073022000,40.71,76.19,75-80%,52.28,85.80,4681,San Diego,91950,National City,CalEnviroScreen 4.0 Top 25%
6037407501,40.71,76.17,75-80%,71.04,71.38,4257,Los Angeles,91744,Valinda,CalEnviroScreen 4.0 Top 25%
6029001101,40.71,76.16,75-80%,41.71,93.75,6282,Kern ,93306,East Niles,CalEnviroScreen 4.0 Top 25%
6001400900,40.71,76.15,75-80%,66.41,74.85,2471,Alameda ,94608,Oakland,CalEnviroScreen 4.0 Top 25%
6037407302,40.70,76.13,75-80%,75.12,68.73,3503,Los Angeles,91744,West Puente Valley,CalEnviroScreen 4.0 Top 25%
6073014300,40.70,76.12,75-80%,77.44,66.91,4131,San Diego,91945,Lemon Grove,CalEnviroScreen 4.0 Top 25%
6031000300,40.69,76.11,75-80%,68.71,73.18,6858,Kings ,93245,Unincorporated Kings County area,CalEnviroScreen 4.0 Top 25%
6037183810,40.67,76.10,75-80%,55.78,82.67,4163,Los Angeles,90042,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037554001,40.62,76.08,75-80%,64.01,76.37,3756,Los Angeles,90706,Bellflower,CalEnviroScreen 4.0 Top 25%
6037408631,40.62,76.07,75-80%,96.30,48.61,5214,Los Angeles,91745,Hacienda Heights,CalEnviroScreen 4.0 Top 25%
6037212701,40.60,76.06,75-80%,69.96,71.90,2276,Los Angeles,90019,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037211120,40.60,76.05,75-80%,76.79,67.22,5635,Los Angeles,90020,Los Angeles,CalEnviroScreen 4.0 Top 25%
6111004704,40.60,76.03,75-80%,87.07,58.93,1372,Ventura ,93033,Unincorporated Ventura County area,CalEnviroScreen 4.0 Top 25%
6037552900,40.59,76.02,75-80%,68.34,73.21,7156,Los Angeles,90650,Norwalk,CalEnviroScreen 4.0 Top 25%
6037502802,40.59,76.01,75-80%,93.94,51.94,3221,Los Angeles,90670,Santa Fe Springs,CalEnviroScreen 4.0 Top 25%
6075061000,40.57,76.00,75-80%,90.40,55.51,4839,San Francisco,94134,San Francisco,CalEnviroScreen 4.0 Top 25%
6071003507,40.57,75.98,75-80%,65.16,75.37,4367,San Bernardino,92376,Rialto,CalEnviroScreen 4.0 Top 25%
6067003202,40.56,75.97,75-80%,33.84,97.77,5098,Sacramento ,95824,Sacramento,CalEnviroScreen 4.0 Top 25%
6013366001,40.56,75.96,75-80%,45.56,90.61,4514,Contra Costa,94806,San Pablo,CalEnviroScreen 4.0 Top 25%
6037189201,40.55,75.95,75-80%,57.25,81.15,3216,Los Angeles,90027,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037213401,40.55,75.93,75-80%,64.39,75.87,4859,Los Angeles,90006,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037540201,40.53,75.92,75-80%,61.93,77.72,2587,Los Angeles,90280,Lynwood,CalEnviroScreen 4.0 Top 25%
6037119341,40.52,75.91,75-80%,65.86,74.82,2890,Los Angeles,91402,Los Angeles,CalEnviroScreen 4.0 Top 25%
6047000602,40.52,75.90,75-80%,48.71,88.05,4192,Merced ,95301,Atwater,CalEnviroScreen 4.0 Top 25%
6025011000,40.51,75.88,75-80%,82.90,62.27,14848,Imperial ,92251,Unincorporated Imperial County area,CalEnviroScreen 4.0 Top 25%
6059087200,40.50,75.87,75-80%,93.11,52.95,7725,Orange ,92801,Anaheim,CalEnviroScreen 4.0 Top 25%
6047001003,40.50,75.86,75-80%,49.37,87.48,4281,Merced ,95348,Merced,CalEnviroScreen 4.0 Top 25%
6071000605,40.48,75.84,75-80%,57.26,80.98,5087,San Bernardino,91710,Chino,CalEnviroScreen 4.0 Top 25%
6037402502,40.48,75.83,75-80%,52.93,84.40,6839,Los Angeles,91766,Pomona,CalEnviroScreen 4.0 Top 25%
6065041002,40.47,75.82,75-80%,67.12,73.90,3551,Riverside ,92503,Riverside,CalEnviroScreen 4.0 Top 25%
6065042512,40.47,75.81,75-80%,44.57,91.19,3378,Riverside ,92553,Moreno Valley,CalEnviroScreen 4.0 Top 25%
6037106648,40.46,75.79,75-80%,80.88,63.73,4546,Los Angeles,91342,Los Angeles,CalEnviroScreen 4.0 Top 25%
6037237900,40.46,75.78,75-80%,48.24,88.33,4405,Los Angeles,90047,Los Angeles,CalEnviroScreen 4.0 Top 25%
6085503712,40.45,75.77,75-80%,40.05,94.52,4484,Santa Clara,95116,San Jose,CalEnviroScreen 4.0 Top 25%
6059074802,40.45,75.76,75-80%,87.50,57.99,6772,Orange ,92704,Santa Ana,CalEnviroScreen 4.0 Top 25%
6037134103,40.45,75.74,75-80%,56.37,81.61,4659,Los Angeles,91306,Los Angeles,CalEnviroScreen 4.0 Top 25%
6099002005,40.45,75.73,75-80%,51.49,85.69,4040,Stanislaus ,95354,Modesto,CalEnviroScreen 4.0 Top 25%
6037222100,40.44,75.72,75-80%,50.40,86.59,4331,Los Angeles,90018,Los Angeles,CalEnviroScreen 4.0 Top 25%
6085503602,40.41,75.71,75-80%,49.27,87.28,5602,Santa Clara,95116,San Jose,CalEnviroScreen 4.0 Top 25%
6059074106,40.40,75.69,75-80%,89.42,56.33,6719,Orange ,92704,Santa Ana,CalEnviroScreen 4.0 Top 25%
6071000604,40.40,75.68,75-80%,71.59,70.40,5436,San Bernardino,91710,Chino,CalEnviroScreen 4.0 Top 25%
6037124102,40.39,75.67,75-80%,80.52,63.88,3551,Los Angeles,91601,Los Angeles,CalEnviroScreen 4.0 Top 25%
6075017802,40.37,75.66,75-80%,78.27,65.75,6367,San Francisco,94103,San Francisco,CalEnviroScreen 4.0 Top 25%
6071002105,40.37,75.64,75-80%,75.06,68.09,5920,San Bernardino,91730,Rancho Cucamonga,CalEnviroScreen 4.0 Top 25%
6037123510,40.37,75.63,75-80%,80.93,63.48,4795,Los Angeles,91405,Los Angeles,CalEnviroScreen 4.0 Top 25%
6081610202,40.37,75.62,75-80%,69.99,71.37,4013,San Mateo,94063,Redwood City,CalEnviroScreen 4.0 Top 25%
6071000823,40.36,75.61,75-80%,58.72,79.65,6604,San Bernardino,91786,Upland,CalEnviroScreen 4.0 Top 25%
6013315000,40.36,75.59,75-80%,86.35,59.22,3862,Contra Costa,94520,Unincorporated Contra Costa County area,CalEnviroScreen 4.0 Top 25%
6071002206,40.36,75.58,75-80%,87.49,57.79,7293,San Bernardino,91761,Ontario,CalEnviroScreen 4.0 Top 25%
6071009913,40.36,75.57,75-80%,38.28,95.40,5926,San Bernardino,92395,Victorville,CalEnviroScreen 4.0 Top 25%
6037575102,40.34,75.55,75-80%,52.55,84.48,4151,Los Angeles,90804,Long Beach,CalEnviroScreen 4.0 Top 25%
6065041201,40.33,75.54,75-80%,55.44,82.15,4370,Riverside ,92503,Riverside,CalEnviroScreen 4.0 Top 25%
6065043405,40.33,75.53,75-80%,33.74,97.50,4831,Riverside ,92543,Hemet,CalEnviroScreen 4.0 Top 25%
6037502005,40.32,75.52,75-80%,60.42,78.52,4930,Los Angeles,90605,South Whittier,CalEnviroScreen 4.0 Top 25%
6059074005,40.31,75.50,75-80%,79.20,64.89,7903,Orange ,92707,Santa Ana,CalEnviroScreen 4.0 Top 25%
6107001601,40.30,75.49,75-80%,40.41,94.02,5422,Tulare ,93223,Farmersville,CalEnviroScreen 4.0 Top 25%
6075025702,40.29,75.48,75-80%,63.47,75.97,4401,San Francisco,94134,San Francisco,CalEnviroScreen 4.0 Top 25%
6037910502,40.29,75.47,75-80%,32.28,98.44,4537,Los Angeles,93550,Palmdale,CalEnviroScreen 4.0 Top 25%
6037197200,40.28,75.45,75-80%,98.77,42.40,3909,Los Angeles,90031,Los Angeles,CalEnviroScreen 4.0 Top 25%
6029001801,40.27,75.44,75-80%,59.37,79.17,5614,Kern ,93309,Bakersfield,CalEnviroScreen 4.0 Top 25%
6071010300,40.27,75.43,75-80%,61.95,77.08,3547,San Bernardino,92309,Unincorporated San Bernardino County area,CalEnviroScreen 4.0 Top 25%
6075023003,40.26,75.42,75-80%,60.44,78.35,4084,San Francisco,94124,San Francisco,CalEnviroScreen 4.0 Top 25%
6071000603,40.26,75.40,75-80%,86.16,59.11,5508,San Bernardino,91710,Chino,CalEnviroScreen 4.0 Top 25%
6013308001,40.26,75.39,75-80%,45.39,89.94,7653,Contra Costa,94509,Antioch,CalEnviroScreen 4.0 Top 25%
6037552001,40.25,75.38,75-80%,74.14,68.31,4188,Los Angeles,90650,Norwalk,CalEnviroScreen 4.0 Top 25%
6059001401,40.24,75.37,75-80%,68.64,72.18,4495,Orange ,90631,La Habra,CalEnviroScreen 4.0 Top 25%
6059087902,40.23,75.35,75-80%,87.43,57.65,5408,Orange ,90680,Stanton,CalEnviroScreen 4.0 Top 25%
6019007902,40.23,75.34,75-80%,70.29,70.78,2952,Fresno ,93210,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%
6037117101,40.22,75.33,75-80%,64.73,74.76,5224,Los Angeles,91343,Los Angeles,CalEnviroScreen 4.0 Top 25%
6019004703,40.22,75.32,75-80%,48.23,87.68,4130,Fresno ,93705,Fresno,CalEnviroScreen 4.0 Top 25%
6037555212,40.21,75.30,75-80%,59.68,78.74,5110,Los Angeles,90716,Hawaiian Gardens,CalEnviroScreen 4.0 Top 25%
6099001604,40.18,75.29,75-80%,29.05,99.31,3809,Stanislaus ,95351,Modesto,CalEnviroScreen 4.0 Top 25%
6037408302,40.18,75.28,75-80%,97.59,45.15,3836,Los Angeles,91746,Industry,CalEnviroScreen 4.0 Top 25%
6013314103,40.17,75.26,75-80%,53.32,83.41,5629,Contra Costa,94565,Bay Point,CalEnviroScreen 4.0 Top 25%
6059099801,40.16,75.25,75-80%,87.88,57.00,5742,Orange ,92683,Westminster,CalEnviroScreen 4.0 Top 25%
6065042508,40.16,75.24,75-80%,52.11,84.54,5486,Riverside ,92551,Moreno Valley,CalEnviroScreen 4.0 Top 25%
6037481604,40.15,75.23,75-80%,73.58,68.39,3701,Los Angeles,91801,Alhambra,CalEnviroScreen 4.0 Top 25%
6107000402,40.15,75.21,75-80%,62.14,76.63,7415,Tulare ,93618,Dinuba,CalEnviroScreen 4.0 Top 25%
6013373000,40.15,75.20,75-80%,66.31,73.73,4468,Contra Costa,94801,Richmond,CalEnviroScreen 4.0 Top 25%
6071001103,40.14,75.19,75-80%,88.61,56.53,4426,San Bernardino,91762,Ontario,CalEnviroScreen 4.0 Top 25%
6095251600,40.13,75.18,75-80%,44.78,90.22,2580,Solano ,94590,Vallejo,CalEnviroScreen 4.0 Top 25%
6029006301,40.12,75.16,75-80%,55.13,81.82,4074,Kern ,93203,Unincorporated Kern County area,CalEnviroScreen 4.0 Top 25%
6037104105,40.12,75.15,75-80%,57.41,80.07,6054,Los Angeles,91331,Los Angeles,CalEnviroScreen 4.0 Top 25%
6047000601,40.11,75.14,75-80%,69.48,71.12,4719,Merced ,95301,Atwater,CalEnviroScreen 4.0 Top 25%
6073012700,40.11,75.13,75-80%,54.74,82.21,4868,San Diego,91910,Chula Vista,CalEnviroScreen 4.0 Top 25%
6059099702,40.11,75.11,75-80%,78.71,64.80,7897,Orange ,92655,Midway City,CalEnviroScreen 4.0 Top 25%
6059086602,40.10,75.10,75-80%,80.66,63.10,6447,Orange ,92801,Anaheim,CalEnviroScreen 4.0 Top 25%
6019005607,40.10,75.09,75-80%,64.47,74.68,4688,Fresno ,93612,Clovis,CalEnviroScreen 4.0 Top 25%
6037320100,40.10,75.08,75-80%,62.46,76.32,7601,Los Angeles,91340,San Fernando,CalEnviroScreen 4.0 Top 25%
6059001802,40.09,75.06,75-80%,85.65,59.23,7823,Orange ,92833,Fullerton,CalEnviroScreen 4.0 Top 25%
6073003304,40.09,75.05,75-80%,66.85,73.03,4099,San Diego,92102,San Diego,CalEnviroScreen 4.0 Top 25%
6097153104,40.08,75.04,75-80%,48.13,87.41,3949,Sonoma ,95407,Santa Rosa,CalEnviroScreen 4.0 Top 25%
6029000504,40.08,75.03,75-80%,51.67,84.61,4977,Kern ,93308,Unincorporated Kern County area,CalEnviroScreen 4.0 Top 25%
6031000100,40.07,75.01,75-80%,78.99,64.31,3053,Kings ,93230,Unincorporated Kings County area,CalEnviroScreen 4.0 Top 25%
6019007801,40.05,75.00,75-80%,62.41,76.27,2731,Fresno ,93234,Unincorporated Fresno County area,CalEnviroScreen 4.0 Top 25%
6037320000,NA,NA,NA,95.81,NA,0,Los Angeles,91608,Unincorporated Los Angeles County area,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037402404,NA,NA,NA,98.17,NA,1862,Los Angeles,91768,Pomona,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037403200,NA,NA,NA,97.96,NA,399,Los Angeles,91768,Pomona,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037504102,NA,NA,NA,97.52,NA,9,Los Angeles,90670,Santa Fe Springs,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037532400,NA,NA,NA,97.81,NA,45,Los Angeles,90058,Vernon,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037575500,NA,NA,NA,97.73,NA,93,Los Angeles,90813,Long Beach,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037980001,NA,NA,NA,96.63,NA,0,Los Angeles,91505,Burbank,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037980002,NA,NA,NA,99.42,NA,0,Los Angeles,90745,Carson,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037980005,NA,NA,NA,95.15,NA,0,Los Angeles,90501,Torrance,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037980007,NA,NA,NA,95.47,NA,0,Los Angeles,90803,Long Beach,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037980009,NA,NA,NA,96.17,NA,5,Los Angeles,90027,Los Angeles,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037980013,NA,NA,NA,98.36,NA,0,Los Angeles,90245,El Segundo,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037980014,NA,NA,NA,98.95,NA,9,Los Angeles,90744,Los Angeles,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037980025,NA,NA,NA,96.89,NA,0,Los Angeles,90745,Carson,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037980028,NA,NA,NA,97.31,NA,0,Los Angeles,90045,Los Angeles,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037980030,NA,NA,NA,97.14,NA,0,Los Angeles,90245,El Segundo,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037980031,NA,NA,NA,98.23,NA,1175,Los Angeles,90731,Los Angeles,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6037980033,NA,NA,NA,98.43,NA,16,Los Angeles,90802,Long Beach,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
6059021813,NA,NA,NA,95.12,NA,4,Orange ,92807,Anaheim,"CalEnviroScreen 4.0 High Pollution Burden Score, Low Population Count"
